,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AMD,BABA,HD,NVDA,TSLA,AMD,BABA,HD,NVDA,TSLA,AMD,BABA,HD,NVDA,TSLA,AMD,BABA,HD,NVDA,TSLA,AMD,BABA,HD,NVDA,TSLA,AMD,BABA,HD,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,9.880000114440918,96.0,122.3685302734375,101.66436004638672,47.672000885009766,9.880000114440918,96.0,136.16000366210938,102.94999694824219,47.672000885009766,10.100000381469727,96.2699966430664,136.2899932861328,103.2300033569336,47.94200134277344,9.420000076293945,95.26000213623047,134.9199981689453,99.11000061035156,47.11600112915039,9.539999961853027,96.2699966430664,135.89999389648438,100.23999786376953,47.33000183105469,51797600.0,6610700.0,3869700.0,16360600.0,18845000.0
2017-01-19,9.770000457763672,96.16999816894531,121.6764907836914,103.84677124023438,48.75199890136719,9.770000457763672,96.16999816894531,135.38999938964844,105.16000366210938,48.75199890136719,10.25,96.69999694824219,136.77999877929688,106.45999908447266,49.736000061035156,9.75,95.58000183105469,134.92999267578125,102.9800033569336,48.150001525878906,9.920000076293945,96.41999816894531,136.0,103.06999969482422,49.45000076293945,46151300.0,7090000.0,5078700.0,16121800.0,38661500.0
2017-01-20,9.75,96.05999755859375,121.86522674560547,102.71112823486328,48.94599914550781,9.75,96.05999755859375,135.60000610351562,104.01000213623047,48.94599914550781,9.960000038146973,97.1500015258789,136.0,106.80000305175781,49.20000076293945,9.670000076293945,95.6709976196289,134.60000610351562,103.12000274658203,48.60200119018555,9.880000114440918,96.44999694824219,135.25999450683594,106.08000183105469,49.09199905395508,27982100.0,9685800.0,4853900.0,12300600.0,21021500.0
2017-01-23,9.90999984741211,98.41000366210938,124.08502960205078,103.77764892578125,49.784000396728516,9.90999984741211,98.41000366210938,138.07000732421875,105.08999633789062,49.784000396728516,10.0600004196167,98.66999816894531,138.27000427246094,105.9000015258789,50.178001403808594,9.680000305175781,96.26000213623047,135.0,103.69999694824219,49.099998474121094,9.680000305175781,96.4800033569336,135.30999755859375,103.80000305175781,49.16999816894531,27905700.0,14090300.0,7056200.0,9247600.0,31314500.0
2017-01-24,10.4399995803833,101.43000030517578,124.0760498046875,105.98967742919922,50.922000885009766,10.4399995803833,101.43000030517578,138.05999755859375,107.33000183105469,50.922000885009766,10.489999771118164,103.19000244140625,138.3800048828125,107.58000183105469,50.959999084472656,9.949999809265137,99.94000244140625,137.3000030517578,104.9000015258789,49.93000030517578,9.949999809265137,103.1500015258789,137.8800048828125,105.5,50.0,43991200.0,37181500.0,4055100.0,10701300.0,24827500.0
2017-01-25,10.350000381469727,104.05999755859375,123.5548095703125,106.44391632080078,50.89400100708008,10.350000381469727,104.05999755859375,137.47999572753906,107.79000091552734,50.89400100708008,10.979999542236328,104.2699966430664,139.3699951171875,109.30000305175781,51.69200134277344,10.149999618530273,101.9000015258789,137.42999267578125,106.33000183105469,50.36000061035156,10.739999771118164,102.45999908447266,138.4499969482422,109.05000305175781,51.46200180053711,61778100.0,23322800.0,3631700.0,13069000.0,25713000.0
2017-01-26,10.520000457763672,102.75,124.43556213378906,108.28070068359375,50.50199890136719,10.520000457763672,102.75,138.4600067138672,109.6500015258789,50.50199890136719,10.65999984741211,104.56999969482422,139.17999267578125,109.94999694824219,51.14799880981445,10.300000190734863,102.16999816894531,137.7100067138672,106.69999694824219,50.150001525878906,10.350000381469727,103.91999816894531,138.00999450683594,107.9000015258789,50.858001708984375,35866600.0,12504800.0,2931200.0,11470000.0,15760500.0
2017-01-27,10.670000076293945,102.06999969482422,124.3187026977539,110.37422180175781,50.59000015258789,10.670000076293945,102.06999969482422,138.3300018310547,111.7699966430664,50.59000015258789,10.729999542236328,102.69999694824219,138.8300018310547,111.88999938964844,50.599998474121094,10.520000457763672,101.29000091552734,137.6999969482422,108.8499984741211,49.70399856567383,10.600000381469727,102.25,138.8000030517578,109.93000030517578,50.2760009765625,32719200.0,8031000.0,3149500.0,11799900.0,15831500.0
2017-01-30,10.609999656677246,101.0199966430664,124.44453430175781,108.64607238769531,50.125999450683594,10.609999656677246,101.0199966430664,138.47000122070312,110.0199966430664,50.125999450683594,10.680000305175781,101.45999908447266,138.49000549316406,111.01000213623047,51.05799865722656,10.300000190734863,100.08999633789062,136.86000061035156,107.91000366210938,49.41999816894531,10.619999885559082,101.19999694824219,137.99000549316406,110.91999816894531,50.50600051879883,37725000.0,8619800.0,2705000.0,12400100.0,19005500.0
2017-01-31,10.369999885559082,101.30999755859375,123.6446762084961,107.81657409667969,50.38600158691406,10.369999885559082,101.30999755859375,137.5800018310547,109.18000030517578,50.38600158691406,10.670000076293945,102.08999633789062,138.6199951171875,110.05000305175781,51.178001403808594,10.220000267028809,100.05999755859375,136.85000610351562,108.19999694824219,49.540000915527344,10.600000381469727,100.23999786376953,137.6300048828125,108.94999694824219,49.847999572753906,53704900.0,7530000.0,3227000.0,9068900.0,20580500.0
2017-02-01,12.0600004196167,101.56999969482422,123.51886749267578,112.5270004272461,49.847999572753906,12.0600004196167,101.56999969482422,137.44000244140625,113.94999694824219,49.847999572753906,12.140000343322754,102.37999725341797,137.9600067138672,114.12000274658203,50.63999938964844,10.8100004196167,100.87000274658203,136.52999877929688,109.86000061035156,49.810001373291016,10.899999618530273,102.06999969482422,137.66000366210938,110.58000183105469,50.61000061035156,165939300.0,5736400.0,2968800.0,14750100.0,19794000.0
2017-02-02,12.279999732971191,100.83999633789062,123.07849884033203,113.94902038574219,50.310001373291016,12.279999732971191,100.83999633789062,136.9499969482422,115.38999938964844,50.310001373291016,12.65999984741211,101.47000122070312,137.5500030517578,115.73999786376953,50.48400115966797,11.949999809265137,100.55999755859375,136.55999755859375,112.05999755859375,49.54199981689453,11.979999542236328,101.27999877929688,137.47000122070312,113.30000305175781,49.667999267578125,116324500.0,5371600.0,2197600.0,12081000.0,12499000.0
2017-02-03,12.239999771118164,100.38999938964844,124.00418090820312,112.95162963867188,50.26599884033203,12.239999771118164,100.38999938964844,137.97999572753906,114.37999725341797,50.26599884033203,12.5,101.55999755859375,138.47000122070312,115.9000015258789,50.43600082397461,12.039999961853027,100.30000305175781,136.97000122070312,113.9000015258789,49.93600082397461,12.369999885559082,101.5,137.25999450683594,115.44999694824219,50.38199996948242,60036700.0,6197600.0,2654700.0,9318600.0,10933500.0
2017-02-06,13.630000114440918,100.9000015258789,122.66510009765625,115.84503936767578,51.55400085449219,13.630000114440918,100.9000015258789,136.49000549316406,117.30999755859375,51.55400085449219,13.699999809265137,101.70600128173828,137.89999389648438,117.33000183105469,51.56399917602539,12.380000114440918,100.0199966430664,136.4499969482422,114.0,50.125999450683594,12.460000038146973,100.16999816894531,137.42999267578125,114.0,50.20000076293945,140474100.0,6866700.0,3864100.0,12669200.0,17812500.0
2017-02-07,13.289999961853027,100.83000183105469,122.80884552001953,117.6423110961914,51.49599838256836,13.289999961853027,100.83000183105469,136.64999389648438,119.12999725341797,51.49599838256836,14.270000457763672,101.5999984741211,137.6999969482422,120.91999816894531,52.0,13.0600004196167,100.5,136.3300018310547,117.9000015258789,51.284000396728516,14.050000190734863,101.04000091552734,137.16000366210938,118.69999694824219,51.63800048828125,158683800.0,5655600.0,3242000.0,18655600.0,21224000.0
2017-02-08,13.5600004196167,103.56999969482422,123.91429138183594,117.12879180908203,52.41600036621094,13.5600004196167,103.56999969482422,137.8800048828125,118.61000061035156,52.41600036621094,13.75,103.98999786376953,137.91000366210938,119.30999755859375,52.672000885009766,13.079999923706055,101.16000366210938,136.82000732421875,116.37999725341797,51.2400016784668,13.210000038146973,101.55000305175781,136.88999938964844,118.4000015258789,51.470001220703125,75942900.0,10178500.0,2882700.0,11239500.0,19665000.0
2017-02-09,13.420000076293945,103.33999633789062,124.66021728515625,114.9266586303711,53.84000015258789,13.420000076293945,103.33999633789062,138.7100067138672,116.37999725341797,53.84000015258789,13.890000343322754,104.18000030517578,139.14999389648438,119.05999755859375,54.236000061035156,13.399999618530273,102.55999755859375,137.41000366210938,115.5999984741211,53.22999954223633,13.779999732971191,103.56999969482422,137.8800048828125,118.86000061035156,53.25,73339900.0,8435800.0,2931900.0,21064200.0,39101000.0
2017-02-10,13.579999923706055,102.36000061035156,125.68472290039062,112.20111846923828,53.84600067138672,13.579999923706055,102.36000061035156,139.85000610351562,113.62000274658203,53.84600067138672,13.859999656677246,103.94000244140625,140.57000732421875,120.69999694824219,54.189998626708984,13.25,102.30999755859375,138.25,112.5999984741211,53.22200012207031,13.859999656677246,103.87999725341797,138.60000610351562,119.93000030517578,53.95800018310547,54579300.0,7680300.0,3297000.0,41277300.0,18098500.0
2017-02-13,13.489999771118164,103.0999984741211,125.70272064208984,107.02656555175781,56.119998931884766,13.489999771118164,103.0999984741211,139.8699951171875,108.37999725341797,56.119998931884766,13.949999809265137,104.44000244140625,140.64999389648438,113.9800033569336,56.15800094604492,13.380000114440918,102.62000274658203,139.0500030517578,108.19999694824219,54.10200119018555,13.699999809265137,102.81999969482422,140.47999572753906,113.38999938964844,54.14799880981445,57413100.0,9729000.0,2753000.0,29518100.0,35148000.0
2017-02-14,13.260000228881836,101.58999633789062,127.04179382324219,107.42154693603516,56.19599914550781,13.260000228881836,101.58999633789062,141.36000061035156,108.77999877929688,56.19599914550781,13.489999771118164,103.5999984741211,141.3699951171875,110.1500015258789,57.47800064086914,13.1899995803833,100.89600372314453,139.33999633789062,106.29000091552734,55.72200012207031,13.430000305175781,103.13999938964844,139.9499969482422,107.98999786376953,55.805999755859375,40479100.0,10240700.0,4775800.0,21265800.0,36726000.0
2017-02-15,13.300000190734863,101.55000305175781,127.7877426147461,107.6388168334961,55.95199966430664,13.300000190734863,101.55000305175781,142.19000244140625,109.0,55.95199966430664,13.4399995803833,102.12999725341797,142.66000366210938,109.80000305175781,56.448001861572266,13.149999618530273,100.11000061035156,140.9499969482422,107.76000213623047,55.28799819946289,13.199999809265137,102.05999755859375,141.27000427246094,108.9000015258789,56.0,33722300.0,12384400.0,4343500.0,9325500.0,24739500.0
2017-02-16,12.970000267028809,100.81999969482422,127.20353698730469,105.91065979003906,53.790000915527344,12.970000267028809,100.81999969482422,141.5399932861328,107.25,53.790000915527344,13.350000381469727,102.0999984741211,142.99000549316406,109.44000244140625,56.0,12.84000015258789,100.5,140.89999389648438,105.66000366210938,53.70000076293945,13.25,101.86000061035156,142.38999938964844,109.38999938964844,55.52000045776367,52502500.0,7464000.0,4295800.0,16179400.0,35386500.0
2017-02-17,13.130000114440918,100.5199966430664,128.51565551757812,105.89093780517578,54.44599914550781,13.130000114440918,100.5199966430664,143.0,107.2300033569336,54.44599914550781,13.140000343322754,101.7300033569336,143.1199951171875,107.41000366210938,54.577999114990234,12.600000381469727,100.30000305175781,141.0,104.79000091552734,52.83000183105469,12.789999961853027,100.69000244140625,141.36000061035156,106.69999694824219,53.15999984741211,40888000.0,8258200.0,5108400.0,14093500.0,31285500.0
2017-02-21,14.0,102.12000274658203,130.3310546875,109.6829605102539,55.47800064086914,14.0,102.12000274658203,145.02000427246094,111.06999969482422,55.47800064086914,14.100000381469727,102.54000091552734,145.64999389648438,111.2300033569336,56.279998779296875,13.399999618530273,100.91000366210938,143.25,108.22000122070312,54.801998138427734,13.40999984741211,101.02999877929688,145.60000610351562,108.2300033569336,55.09000015258789,66357100.0,8189600.0,9275900.0,13798800.0,28383500.0
2017-02-22,14.279999732971191,104.19999694824219,130.53778076171875,109.51488494873047,54.70199966430664,14.279999732971191,104.19999694824219,145.25,110.76000213623047,54.70199966430664,14.5,105.19999694824219,145.47000122070312,111.80000305175781,56.689998626708984,14.039999961853027,102.41999816894531,143.97000122070312,109.98999786376953,54.52000045776367,14.300000190734863,102.4800033569336,145.0500030517578,111.41999816894531,56.0620002746582,71505000.0,15779400.0,5037800.0,10844300.0,43775000.0
2017-02-23,14.319999694824219,102.45999908447266,130.05245971679688,99.36033630371094,51.198001861572266,14.319999694824219,102.45999908447266,144.7100067138672,100.48999786376953,51.198001861572266,14.449999809265137,104.86000061035156,146.3300018310547,106.38999938964844,52.93199920654297,13.819999694824219,101.81999969482422,144.50999450683594,99.68000030517578,51.11199951171875,14.199999809265137,104.72000122070312,146.11000061035156,105.5,52.79999923706055,80317600.0,10095600.0,4184000.0,39822200.0,74576000.0
2017-02-24,14.119999885559082,102.94999694824219,131.1668701171875,100.31941223144531,51.400001525878906,14.119999885559082,102.94999694824219,145.9499969482422,101.45999908447266,51.400001525878906,14.319999694824219,103.0,146.0800018310547,102.0,51.650001525878906,13.859999656677246,101.30000305175781,144.64999389648438,95.69999694824219,50.040000915527344,14.0,101.38999938964844,144.64999389648438,97.06999969482422,50.53200149536133,46288600.0,7356600.0,3516900.0,25747600.0,40858000.0
2017-02-27,15.199999809265137,103.5999984741211,130.58273315429688,103.23627471923828,49.24599838256836,15.199999809265137,103.5999984741211,145.3000030517578,104.41000366210938,49.24599838256836,15.350000381469727,103.82499694824219,146.00999450683594,105.0199966430664,49.672000885009766,14.270000457763672,102.22000122070312,144.8000030517578,101.55999755859375,48.402000427246094,14.270000457763672,102.5,145.8699951171875,102.19999694824219,49.63399887084961,95422900.0,6865900.0,4388400.0,17885000.0,57304000.0
2017-02-28,14.460000038146973,102.9000015258789,130.23223876953125,100.33919525146484,49.99800109863281,14.460000038146973,102.9000015258789,144.91000366210938,101.4800033569336,49.99800109863281,15.550000190734863,103.98999786376953,145.6300048828125,105.19999694824219,50.20000076293945,14.350000381469727,102.02999877929688,144.47000122070312,100.77999877929688,48.779998779296875,15.449999809265137,103.88999938964844,144.97999572753906,104.80000305175781,48.8380012512207,141783000.0,8017500.0,4211900.0,15634000.0,30390500.0
2017-03-01,14.960000038146973,104.04000091552734,131.82293701171875,101.63447570800781,50.00400161743164,14.960000038146973,104.04000091552734,146.67999267578125,102.79000091552734,50.00400161743164,15.09000015258789,104.98999786376953,147.6999969482422,104.37000274658203,50.970001220703125,14.520000457763672,103.20999908447266,145.88999938964844,101.11000061035156,49.821998596191406,15.079999923706055,103.68000030517578,146.72000122070312,103.79000091552734,50.83599853515625,73450400.0,10331800.0,6213500.0,12620100.0,24047500.0
2017-03-02,13.899999618530273,103.19000244140625,132.96429443359375,97.88709259033203,50.09600067138672,13.899999618530273,103.19000244140625,147.9499969482422,99.0,50.09600067138672,14.779999732971191,104.58000183105469,148.22999572753906,102.83999633789062,50.65599822998047,13.869999885559082,102.7699966430664,146.38999938964844,98.88999938964844,49.65399932861328,14.59000015258789,103.80000305175781,147.0800018310547,102.2699966430664,49.94200134277344,104330900.0,7983000.0,4053400.0,18858300.0,16759000.0
2017-03-03,13.029999732971191,103.30999755859375,132.8384552001953,97.323486328125,50.31399917602539,13.029999732971191,103.30999755859375,147.80999755859375,98.43000030517578,50.31399917602539,13.579999923706055,103.41999816894531,148.25999450683594,98.7699966430664,50.380001068115234,12.789999961853027,102.44000244140625,146.82000732421875,96.22000122070312,49.79999923706055,13.550000190734863,102.98999786376953,147.9499969482422,98.56999969482422,50.14799880981445,163395900.0,6320900.0,3412300.0,21617300.0,14597000.0
2017-03-06,13.039999961853027,102.30999755859375,132.22738647460938,96.57205200195312,50.242000579833984,13.039999961853027,102.30999755859375,147.1300048828125,97.66999816894531,50.242000579833984,13.34000015258789,103.25,147.50999450683594,98.0999984741211,50.34000015258789,12.380000114440918,102.0999984741211,146.5800018310547,95.16999816894531,49.50199890136719,13.0,102.76000213623047,147.1300048828125,96.95999908447266,49.582000732421875,117192600.0,6290700.0,3998000.0,22089200.0,16777500.0
2017-03-07,13.050000190734863,102.62999725341797,132.0284423828125,97.6300048828125,49.71799850463867,13.050000190734863,102.62999725341797,146.02000427246094,98.73999786376953,49.71799850463867,13.369999885559082,103.30799865722656,146.9499969482422,99.52999877929688,50.77799987792969,12.789999961853027,102.11000061035156,145.8300018310547,97.1500015258789,49.66400146484375,13.069999694824219,102.30000305175781,146.3300018310547,97.66999816894531,50.38399887084961,76666300.0,4985200.0,3996300.0,15085000.0,17297500.0
2017-03-08,13.220000267028809,103.22000122070312,132.8422088623047,97.45201873779297,49.374000549316406,13.220000267028809,103.22000122070312,146.9199981689453,98.55999755859375,49.374000549316406,13.550000190734863,104.29000091552734,147.1199951171875,101.30000305175781,50.013999938964844,13.100000381469727,102.54000091552734,145.9199981689453,98.47000122070312,49.06399917602539,13.25,102.62999725341797,146.22000122070312,100.69999694824219,49.400001525878906,71294700.0,7066700.0,3614500.0,15967800.0,18626000.0
2017-03-09,13.329999923706055,103.23999786376953,132.5709228515625,97.4322509765625,48.97999954223633,13.329999923706055,103.23999786376953,146.6199951171875,98.54000091552734,48.97999954223633,13.449999809265137,103.75,147.16000366210938,99.44999694824219,49.731998443603516,13.109999656677246,102.76000213623047,146.52999877929688,97.4000015258789,48.599998474121094,13.449999809265137,102.97000122070312,147.0800018310547,97.91000366210938,49.5260009765625,45244200.0,4523600.0,3594000.0,11951500.0,19396500.0
2017-03-10,13.90999984741211,103.38999938964844,132.7789764404297,98.00572967529297,48.737998962402344,13.90999984741211,103.38999938964844,146.85000610351562,99.12000274658203,48.737998962402344,13.930000305175781,103.69999694824219,147.4600067138672,100.08999633789062,49.29999923706055,13.449999809265137,102.62999725341797,146.4499969482422,98.37999725341797,48.599998474121094,13.5,103.43000030517578,147.24000549316406,99.61000061035156,49.242000579833984,65142200.0,4120700.0,3123200.0,12493500.0,15331500.0
2017-03-13,14.279999732971191,105.18000030517578,133.3032989501953,100.70503997802734,49.23400115966797,14.279999732971191,105.18000030517578,147.42999267578125,101.8499984741211,49.23400115966797,14.680000305175781,106.25,147.6699981689453,102.25,49.369998931884766,14.180000305175781,103.47000122070312,146.5,99.51000213623047,48.555999755859375,14.479999542236328,103.5199966430664,147.3300018310547,99.54000091552734,48.9640007019043,73078100.0,16118900.0,2933300.0,19353400.0,15113000.0
2017-03-14,14.100000381469727,104.25,133.05918884277344,100.63582611083984,51.599998474121094,14.100000381469727,104.25,147.16000366210938,101.77999877929688,51.599998474121094,14.149999618530273,106.0,147.58999633789062,102.75,51.624000549316406,13.640000343322754,103.8219985961914,146.4600067138672,100.47000122070312,49.20399856567383,14.0,104.61000061035156,147.27000427246094,102.37000274658203,49.22200012207031,52554500.0,7748400.0,3272500.0,13050400.0,37992000.0
2017-03-15,13.979999542236328,103.69000244140625,133.77349853515625,101.39717864990234,51.145999908447266,13.979999542236328,103.69000244140625,147.9499969482422,102.55000305175781,51.145999908447266,14.0600004196167,104.48999786376953,148.3800048828125,102.98999786376953,52.20000076293945,13.619999885559082,102.5999984741211,146.75999450683594,100.31999969482422,50.854000091552734,14.029999732971191,104.37000274658203,147.35000610351562,102.25,51.400001525878906,55179600.0,11695200.0,3670500.0,15375900.0,26654000.0
2017-03-16,13.649999618530273,105.62999725341797,134.47879028320312,102.64299774169922,52.40999984741211,13.649999618530273,105.62999725341797,148.72999572753906,103.80999755859375,52.40999984741211,13.880000114440918,105.6500015258789,149.19000244140625,103.83000183105469,53.150001525878906,13.649999618530273,104.3010025024414,148.00999450683594,102.41000366210938,51.8120002746582,13.789999961853027,105.25,148.39999389648438,102.9800033569336,52.47999954223633,44494800.0,12445200.0,3544500.0,13077500.0,35661000.0
2017-03-17,13.489999771118164,105.61000061035156,135.26539611816406,104.87761688232422,52.29999923706055,13.489999771118164,105.61000061035156,149.60000610351562,106.06999969482422,52.29999923706055,13.739999771118164,106.5,149.99000549316406,106.12000274658203,53.066001892089844,13.359999656677246,104.86000061035156,148.1300048828125,103.80999755859375,52.2400016784668,13.619999885559082,105.16999816894531,149.39999389648438,104.5199966430664,52.79999923706055,224892300.0,8778900.0,9002000.0,27992200.0,32487500.0
2017-03-20,14.399999618530273,107.25,133.63790893554688,108.21961212158203,52.38399887084961,14.399999618530273,107.25,147.8000030517578,109.44999694824219,52.38399887084961,14.5,108.19999694824219,149.58999633789062,109.61000061035156,52.90999984741211,13.539999961853027,105.94000244140625,147.6999969482422,106.12999725341797,51.763999938964844,13.680000305175781,106.2300033569336,149.3800048828125,106.77999877929688,52.119998931884766,91565600.0,12447900.0,5906100.0,18714200.0,18071500.0
2017-03-21,13.819999694824219,105.08999633789062,132.56192016601562,104.71940612792969,50.13600158691406,13.819999694824219,105.08999633789062,146.61000061035156,105.91000366210938,50.13600158691406,14.489999771118164,108.69999694824219,148.6999969482422,109.95999908447266,52.959999084472656,13.779999732971191,104.69999694824219,146.25999450683594,105.58999633789062,50.04800033569336,14.399999618530273,108.45999908447266,148.3300018310547,108.75,52.566001892089844,72552700.0,13877700.0,4530000.0,22837100.0,34543000.0
2017-03-22,14.100000381469727,106.08999633789062,133.24005126953125,106.85511779785156,51.00199890136719,14.100000381469727,106.08999633789062,147.36000061035156,108.06999969482422,51.00199890136719,14.149999618530273,106.12000274658203,147.92999267578125,108.26000213623047,51.013999938964844,13.550000190734863,103.9800033569336,146.05999755859375,105.30000305175781,50.10200119018555,13.699999809265137,104.63999938964844,146.72999572753906,105.45999908447266,50.3120002746582,61239500.0,7153000.0,3169000.0,15419100.0,20296500.0
2017-03-23,13.789999961853027,108.25,133.80967712402344,105.8861312866211,50.95600128173828,13.789999961853027,108.25,147.99000549316406,107.08999633789062,50.95600128173828,14.119999885559082,108.83000183105469,148.41000366210938,108.55999755859375,51.534000396728516,13.770000457763672,106.44000244140625,147.02999877929688,106.69999694824219,50.65999984741211,13.960000038146973,106.94999694824219,147.27999877929688,107.75,51.077999114990234,44549900.0,13410800.0,3219400.0,13348500.0,16601000.0
2017-03-24,13.699999809265137,108.04000091552734,133.55650329589844,106.26185607910156,52.63199996948242,13.699999809265137,108.04000091552734,147.7100067138672,107.47000122070312,52.63199996948242,14.180000305175781,109.12999725341797,150.14999389648438,109.29000091552734,52.77799987792969,13.539999961853027,107.2300033569336,147.00999450683594,106.41999816894531,51.00199890136719,14.15999984741211,108.4000015258789,147.85000610351562,108.97000122070312,51.13999938964844,50099500.0,7578400.0,4735400.0,10987500.0,28236500.0
2017-03-27,13.699999809265137,108.08000183105469,132.79698181152344,107.03309631347656,54.04399871826172,13.699999809265137,108.08000183105469,146.8699951171875,108.25,54.04399871826172,13.779999732971191,108.19000244140625,147.67999267578125,108.41000366210938,54.11399841308594,13.210000038146973,106.51000213623047,146.25999450683594,103.58000183105469,51.95000076293945,13.350000381469727,106.6500015258789,147.07000732421875,105.58000183105469,52.119998931884766,42686800.0,7709400.0,2943000.0,12666100.0,31154000.0
